Latitude (decimal degrees):	47.281
Longitude (decimal degrees):	9.671
Elevation (m):	682
Radiation database:	PVGIS-CMSAF


Slope: 0
Azimuth: 0
Date,Bi,Di,Ri,As,Tamb,W10,Int.
20160808:0055,0.00,0.00,0.00,0.00,15.82,0.83,0
20160808:0155,0.00,0.00,0.00,0.00,15.00,0.89,0
20160808:0255,0.00,0.00,0.00,0.00,14.18,0.96,0
20160808:0355,0.00,0.00,0.00,0.00,13.36,1.02,0
20160808:0455,0.00,40.60,0.00,6.69,14.39,1.26,0
20160808:0555,122.39,94.70,0.00,16.66,15.42,1.51,0
20160808:0655,256.96,132.90,0.00,26.81,16.46,1.75,0
20160808:0755,394.03,159.46,0.00,36.79,19.07,1.59,0
20160808:0855,516.30,177.61,0.00,46.03,21.68,1.42,0
20160808:0955,606.76,188.91,0.00,53.66,24.29,1.26,0
20160808:1055,649.82,194.01,0.00,58.25,25.06,1.58,0
20160808:1155,650.42,194.06,0.00,58.35,25.83,1.90,0
20160808:1255,603.51,188.76,0.00,53.91,26.60,2.22,0
20160808:1355,509.90,177.21,0.00,46.37,26.44,2.55,0
20160808:1455,389.63,159.16,0.00,37.17,26.28,2.88,0
20160808:1555,252.86,132.60,0.00,27.21,26.13,3.21,0
20160808:1655,118.54,94.40,0.00,17.05,25.13,2.80,0
20160808:1755,20.74,40.85,0.00,7.08,24.14,2.38,0
20160808:1855,0.00,0.00,0.00,0.00,23.15,1.96,0
20160808:1955,0.00,0.00,0.00,0.00,22.04,1.94,0
20160808:2055,0.00,0.00,0.00,0.00,20.94,1.93,0
20160808:2155,0.00,0.00,0.00,0.00,19.83,1.92,0
20160808:2255,0.00,0.00,0.00,0.00,19.41,1.76,0
20160808:2355,0.00,0.00,0.00,0.00,18.99,1.60,0
20160809:0055,0.00,0.00,0.00,0.00,18.57,1.43,0
20160809:0155,0.00,0.00,0.00,0.00,18.05,1.31,0
20160809:0255,0.00,0.00,0.00,0.00,17.53,1.20,0
20160809:0355,0.00,0.00,0.00,0.00,17.01,1.08,0
20160809:0455,0.00,2.70,0.00,6.50,17.23,1.13,0
20160809:0555,0.55,73.35,0.00,16.48,17.45,1.19,0
20160809:0655,0.00,40.15,0.00,26.64,17.67,1.24,0
20160809:0755,0.00,24.75,0.00,36.60,17.98,1.59,0
20160809:0855,0.00,168.35,0.00,45.82,18.29,1.93,0
20160809:0955,0.00,168.05,0.00,53.42,18.60,2.28,0
20160809:1055,0.00,166.95,0.00,57.98,18.37,2.45,0
20160809:1155,0.00,190.25,0.00,58.06,18.14,2.62,0
20160809:1255,0.00,132.20,0.00,53.64,17.90,2.79,0
20160809:1355,0.00,149.20,0.00,46.12,17.43,2.92,0
20160809:1455,0.00,25.00,0.00,36.94,16.96,3.05,0
20160809:1555,0.15,118.65,0.00,26.99,16.49,3.19,0
20160809:1655,0.00,8.40,0.00,16.83,16.02,2.71,0
20160809:1755,7.30,38.00,0.00,6.85,15.55,2.24,0
20160809:1855,0.00,0.00,0.00,0.00,15.09,1.77,0
20160809:1955,0.00,0.00,0.00,0.00,14.57,1.64,0
20160809:2055,0.00,0.00,0.00,0.00,14.05,1.52,0
20160809:2155,0.00,0.00,0.00,0.00,13.53,1.39,0
20160809:2255,0.00,0.00,0.00,0.00,13.31,1.40,0
20160809:2355,0.00,0.00,0.00,0.00,13.09,1.40,0
20160810:0055,0.00,0.00,0.00,0.00,12.86,1.41,0
20160810:0155,0.00,0.00,0.00,0.00,12.12,1.45,0
20160810:0255,0.00,0.00,0.00,0.00,11.38,1.50,0
20160810:0355,0.00,0.00,0.00,0.00,10.64,1.54,0
20160810:0455,0.00,36.25,0.00,6.32,11.17,1.88,0
20160810:0555,0.00,48.15,0.00,16.29,11.71,2.22,0
20160810:0655,18.15,185.15,0.00,26.45,12.25,2.55,0
20160810:0755,1.15,189.35,0.00,36.41,12.91,2.77,0
20160810:0855,0.00,153.45,0.00,45.61,13.58,2.98,0
20160810:0955,2.80,282.90,0.00,53.17,14.24,3.20,0
20160810:1055,0.00,206.05,0.00,57.70,14.70,3.43,0
20160810:1155,0.00,223.10,0.00,57.77,15.16,3.67,0
20160810:1255,0.00,111.90,0.00,53.36,15.61,3.90,0
20160810:1355,0.00,111.55,0.00,45.87,15.38,3.86,0
20160810:1455,86.76,283.90,0.00,36.70,15.15,3.81,0
20160810:1555,10.10,173.15,0.00,26.76,14.93,3.77,0
20160810:1655,0.00,8.35,0.00,16.60,14.31,3.30,0
20160810:1755,15.04,38.95,0.00,6.61,13.69,2.84,0
20160810:1855,0.00,0.00,0.00,0.00,13.08,2.37,0
20160810:1955,0.00,0.00,0.00,0.00,12.32,2.22,0
20160810:2055,0.00,0.00,0.00,0.00,11.57,2.06,0
20160810:2155,0.00,0.00,0.00,0.00,10.82,1.90,0
20160810:2255,0.00,0.00,0.00,0.00,10.45,1.78,0
20160810:2355,0.00,0.00,0.00,0.00,10.07,1.66,0
20160811:0055,0.00,0.00,0.00,0.00,9.69,1.54,0
20160811:0155,0.00,0.00,0.00,0.00,9.42,1.44,0
20160811:0255,0.00,0.00,0.00,0.00,9.14,1.34,0
20160811:0355,0.00,0.00,0.00,0.00,8.87,1.24,0
20160811:0455,0.00,34.95,0.00,6.12,9.48,1.20,0
20160811:0555,93.04,104.50,0.00,16.11,10.09,1.15,0
20160811:0655,62.55,203.65,0.00,26.27,10.70,1.10,0
20160811:0755,379.28,169.51,0.00,36.21,11.74,1.35,0
20160811:0855,517.55,179.76,0.00,45.40,12.79,1.60,0
20160811:0955,603.11,195.06,0.00,52.93,13.83,1.85,0
20160811:1055,650.87,199.11,0.00,57.42,14.70,2.06,0
20160811:1155,651.07,199.16,0.00,57.47,15.57,2.26,0
20160811:1255,600.56,195.11,0.00,53.08,16.44,2.47,0
20160811:1355,511.30,179.81,0.00,45.61,16.69,2.52,0
20160811:1455,374.43,169.41,0.00,36.45,16.93,2.57,0
20160811:1555,231.21,143.45,0.00,26.52,17.18,2.62,0
20160811:1655,90.95,104.10,0.00,16.36,16.66,2.32,0
20160811:1755,18.59,37.00,0.00,6.37,16.15,2.02,0
20160811:1855,0.00,0.00,0.00,0.00,15.64,1.72,0
20160811:1955,0.00,0.00,0.00,0.00,14.99,1.60,0
20160811:2055,0.00,0.00,0.00,0.00,14.35,1.49,0
20160811:2155,0.00,0.00,0.00,0.00,13.71,1.37,0
20160811:2255,0.00,0.00,0.00,0.00,13.70,1.24,0
20160811:2355,0.00,0.00,0.00,0.00,13.69,1.12,0
20160812:0055,0.00,0.00,0.00,0.00,13.67,0.99,0
20160812:0155,0.00,0.00,0.00,0.00,13.42,0.92,0
20160812:0255,0.00,0.00,0.00,0.00,13.17,0.86,0
20160812:0355,0.00,0.00,0.00,0.00,12.92,0.79,0
20160812:0455,0.00,2.50,0.00,5.93,13.26,1.02,0
20160812:0555,0.50,71.60,0.00,15.93,13.60,1.25,0
20160812:0655,1.05,131.70,0.00,26.09,13.95,1.48,0
20160812:0755,0.80,178.95,0.00,36.02,14.67,1.45,0
20160812:0855,19.75,299.90,0.00,45.18,15.40,1.43,0
20160812:0955,0.00,203.85,0.00,52.68,16.13,1.41,0
20160812:1055,0.05,241.90,0.00,57.13,16.88,1.58,0
20160812:1155,2.15,285.95,0.00,57.17,17.63,1.75,0
20160812:1255,4.45,287.05,0.00,52.80,18.37,1.92,0
20160812:1355,2.65,241.45,0.00,45.34,18.90,2.08,0
20160812:1455,180.01,253.30,0.00,36.21,19.43,2.25,0
20160812:1555,54.70,194.45,0.00,26.28,19.96,2.41,0
20160812:1655,51.05,110.25,0.00,16.12,19.51,1.94,0
20160812:1755,14.89,34.65,0.00,6.12,19.07,1.47,0
20160812:1855,0.00,0.00,0.00,0.00,18.63,0.99,0
20160812:1955,0.00,0.00,0.00,0.00,18.09,0.79,0
20160812:2055,0.00,0.00,0.00,0.00,17.55,0.59,0
20160812:2155,0.00,0.00,0.00,0.00,17.01,0.39,0
20160812:2255,0.00,0.00,0.00,0.00,16.10,0.53,0
20160812:2355,0.00,0.00,0.00,0.00,15.19,0.68,0
20160813:0055,0.00,0.00,0.00,0.00,14.28,0.83,0
20160813:0155,0.00,0.00,0.00,0.00,13.53,0.90,0
20160813:0255,0.00,0.00,0.00,0.00,12.79,0.97,0
20160813:0355,0.00,0.00,0.00,0.00,12.04,1.03,0
20160813:0455,0.00,34.10,0.00,5.74,13.06,1.44,0
20160813:0555,110.29,90.45,0.00,15.74,14.08,1.85,0
20160813:0655,242.76,129.90,0.00,25.90,15.11,2.26,0
20160813:0755,380.03,157.31,0.00,35.82,17.89,1.90,0
20160813:0855,501.90,175.91,0.00,44.96,20.68,1.54,0
20160813:0955,591.96,187.46,0.00,52.42,23.47,1.19,0
20160813:1055,638.27,192.86,0.00,56.84,24.34,1.46,0
20160813:1155,638.22,192.81,0.00,56.87,25.21,1.73,0
20160813:1255,590.36,187.31,0.00,52.50,26.08,2.00,0
20160813:1355,499.55,175.71,0.00,45.07,26.09,2.12,0
20160813:1455,377.78,157.06,0.00,35.95,26.10,2.24,0
20160813:1555,240.16,129.45,0.00,26.04,26.12,2.36,0
20160813:1655,108.79,90.00,0.00,15.88,25.17,2.11,0
20160813:1755,14.59,33.35,0.00,5.87,24.23,1.86,0
20160813:1855,0.00,0.00,0.00,0.00,23.29,1.61,0
20160813:1955,0.00,0.00,0.00,0.00,22.78,1.41,0
20160813:2055,0.00,0.00,0.00,0.00,22.28,1.20,0
20160813:2155,0.00,0.00,0.00,0.00,21.78,0.99,0
20160813:2255,0.00,0.00,0.00,0.00,20.40,0.97,0
20160813:2355,0.00,0.00,0.00,0.00,19.02,0.94,0
20160814:0055,0.00,0.00,0.00,0.00,17.64,0.91,0
20160814:0155,0.00,0.00,0.00,0.00,16.79,0.87,0
20160814:0255,0.00,0.00,0.00,0.00,15.95,0.84,0
20160814:0355,0.00,0.00,0.00,0.00,15.10,0.80,0
20160814:0455,0.00,32.55,0.00,5.55,16.03,1.12,0
20160814:0555,106.09,89.20,0.00,15.55,16.97,1.44,0
20160814:0655,236.96,128.85,0.00,25.71,17.91,1.77,0
20160814:0755,372.28,156.36,0.00,35.63,20.60,1.59,0
20160814:0855,493.05,175.01,0.00,44.74,23.29,1.42,0
20160814:0955,582.31,186.61,0.00,52.16,25.98,1.24,0
20160814:1055,630.02,192.21,0.00,56.55,26.62,1.52,0
20160814:1155,629.77,192.16,0.00,56.56,27.25,1.80,0
20160814:1255,582.06,186.61,0.00,52.21,27.88,2.08,0
20160814:1355,490.10,174.71,0.00,44.80,27.65,2.17,0
20160814:1455,369.33,155.91,0.00,35.69,27.42,2.27,0
20160814:1555,233.06,128.10,0.00,25.79,27.20,2.36,0
20160814:1655,76.50,98.75,0.00,15.63,26.12,2.02,0
20160814:1755,11.89,28.31,0.00,5.62,25.04,1.69,0
20160814:1855,0.00,0.00,0.00,0.00,23.96,1.35,0
20160814:1955,0.00,0.00,0.00,0.00,23.00,1.21,0
20160814:2055,0.00,0.00,0.00,0.00,22.05,1.07,0
20160814:2155,0.00,0.00,0.00,0.00,21.10,0.92,0
20160814:2255,0.00,0.00,0.00,0.00,20.20,0.94,0
20160814:2355,0.00,0.00,0.00,0.00,19.30,0.96,0
20160815:0055,0.00,0.00,0.00,0.00,18.40,0.98,0
20160815:0155,0.00,0.00,0.00,0.00,17.81,1.07,0
20160815:0255,0.00,0.00,0.00,0.00,17.21,1.16,0
20160815:0355,0.00,0.00,0.00,0.00,16.62,1.26,0
20160815:0455,0.00,30.90,0.00,5.35,17.24,1.49,0
20160815:0555,7.15,92.40,0.00,15.37,17.86,1.73,0
20160815:0655,230.31,127.65,0.00,25.52,18.48,1.97,0
20160815:0755,301.82,190.96,0.00,35.42,20.17,1.60,0
20160815:0855,476.90,178.86,0.00,44.51,21.87,1.22,0
20160815:0955,560.76,193.41,0.00,51.90,23.57,0.84,0
20160815:1055,613.67,198.51,0.00,56.25,23.56,0.79,0
20160815:1155,613.22,198.51,0.00,56.25,23.55,0.74,0
20160815:1255,564.56,193.36,0.00,51.91,23.54,0.69,0
20160815:1355,0.00,132.95,0.00,44.52,23.23,0.88,0
20160815:1455,277.97,204.26,0.00,35.43,22.92,1.07,0
20160815:1555,206.76,139.85,0.00,25.53,22.62,1.26,0
20160815:1655,70.75,98.50,0.00,15.37,22.09,1.15,0
20160815:1755,0.00,0.00,0.00,0.00,21.57,1.05,0
20160815:1855,0.00,0.00,0.00,0.00,21.05,0.95,0
20160815:1955,0.00,0.00,0.00,0.00,19.98,1.11,0
20160815:2055,0.00,0.00,0.00,0.00,18.91,1.26,0
20160815:2155,0.00,0.00,0.00,0.00,17.84,1.42,0
20160815:2255,0.00,0.00,0.00,0.00,17.44,1.37,0
20160815:2355,0.00,0.00,0.00,0.00,17.03,1.32,0
20160816:0055,0.00,0.00,0.00,0.00,16.62,1.27,0
20160816:0155,0.00,0.00,0.00,0.00,16.49,1.48,0
20160816:0255,0.00,0.00,0.00,0.00,16.36,1.69,0
20160816:0355,0.00,0.00,0.00,0.00,16.23,1.90,0
20160816:0455,0.00,30.00,0.00,5.15,17.04,1.88,0
20160816:0555,103.00,87.80,0.00,15.18,17.85,1.86,0
20160816:0655,234.01,128.00,0.00,25.33,18.66,1.83,0
20160816:0755,371.28,155.96,0.00,35.22,20.29,1.49,0
20160816:0855,492.75,174.81,0.00,44.29,21.93,1.14,0
20160816:0955,582.51,186.46,0.00,51.64,23.56,0.80,0
20160816:1055,620.77,198.41,0.00,55.95,24.09,1.09,0
20160816:1155,620.17,198.36,0.00,55.93,24.62,1.37,0
20160816:1255,571.06,193.06,0.00,51.60,25.14,1.66,0
20160816:1355,149.47,332.11,0.00,44.24,25.07,1.72,0
20160816:1455,348.13,165.96,0.00,35.16,25.00,1.79,0
20160816:1555,229.36,126.95,0.00,25.27,24.93,1.86,0
20160816:1655,71.30,95.90,0.00,15.11,24.09,1.70,0
20160816:1755,20.29,21.83,0.00,5.09,23.26,1.54,0
20160816:1855,0.00,0.00,0.00,0.00,22.43,1.38,0
20160816:1955,0.00,0.00,0.00,0.00,21.83,1.56,0
20160816:2055,0.00,0.00,0.00,0.00,21.23,1.74,0
20160816:2155,0.00,0.00,0.00,0.00,20.63,1.92,0
20160816:2255,0.00,0.00,0.00,0.00,19.73,1.50,0
20160816:2355,0.00,0.00,0.00,0.00,18.83,1.09,0
20160817:0055,0.00,0.00,0.00,0.00,17.92,0.68,0
20160817:0155,0.00,0.00,0.00,0.00,17.13,0.68,0
20160817:0255,0.00,0.00,0.00,0.00,16.33,0.68,0
20160817:0355,0.00,0.00,0.00,0.00,15.54,0.68,0
20160817:0455,0.00,28.30,0.00,4.95,16.28,0.49,0
20160817:0555,0.00,42.05,0.00,14.99,17.02,0.30,0
20160817:0655,66.25,187.70,0.00,25.14,17.77,0.11,0
20160817:0755,150.56,256.05,0.00,35.02,19.15,0.67,0
20160817:0855,204.32,314.16,0.00,44.06,20.53,1.22,0
20160817:0955,309.98,218.01,0.00,51.38,21.91,1.78,1
20160817:1055,604.77,198.16,0.00,55.64,22.37,1.95,0
20160817:1155,206.12,393.21,0.00,55.61,22.82,2.13,0
20160817:1255,274.63,340.66,0.00,51.30,23.27,2.30,0
20160817:1355,468.20,179.01,0.00,43.95,23.31,2.29,0
20160817:1455,0.30,162.05,0.00,34.89,23.35,2.29,0
20160817:1555,100.35,178.35,0.00,25.01,23.39,2.28,0
20160817:1655,93.45,84.50,0.00,14.85,22.54,1.98,0
20160817:1755,7.90,23.84,0.00,4.82,21.69,1.68,0
20160817:1855,0.00,0.00,0.00,0.00,20.84,1.38,0
20160817:1955,0.00,0.00,0.00,0.00,19.96,1.26,0
20160817:2055,0.00,0.00,0.00,0.00,19.09,1.13,0
20160817:2155,0.00,0.00,0.00,0.00,18.22,1.01,0
20160817:2255,0.00,0.00,0.00,0.00,17.69,0.97,0
20160817:2355,0.00,0.00,0.00,0.00,17.16,0.93,0
20160818:0055,0.00,0.00,0.00,0.00,16.62,0.90,0
20160818:0155,0.00,0.00,0.00,0.00,16.24,1.09,0
20160818:0255,0.00,0.00,0.00,0.00,15.86,1.27,0
20160818:0355,0.00,0.00,0.00,0.00,15.48,1.46,0
20160818:0455,0.00,27.25,0.00,4.76,16.05,1.43,0
20160818:0555,28.60,103.70,0.00,14.79,16.62,1.40,0
20160818:0655,89.65,185.35,0.00,24.95,17.19,1.37,0
20160818:0755,173.51,248.90,0.00,34.81,18.81,1.49,0
20160818:0855,476.15,179.26,0.00,43.83,20.43,1.60,0
20160818:0955,53.71,368.90,0.00,51.11,22.05,1.72,0
20160818:1055,305.39,360.41,0.00,55.34,22.39,1.81,0
20160818:1155,544.91,235.61,0.00,55.29,22.73,1.90,0
20160818:1255,0.75,246.15,0.00,50.98,23.06,1.99,0
20160818:1355,0.00,39.55,0.00,43.66,22.27,2.24,0
20160818:1455,0.00,22.90,0.00,34.61,21.48,2.49,0
20160818:1555,0.00,55.00,0.00,24.74,20.69,2.74,0
20160818:1655,0.45,62.35,0.00,14.58,19.92,2.17,0
20160818:1755,0.00,1.80,0.00,4.55,19.15,1.59,0
20160818:1855,0.00,0.00,0.00,0.00,18.38,1.01,0
20160818:1955,0.00,0.00,0.00,0.00,18.01,1.03,0
20160818:2055,0.00,0.00,0.00,0.00,17.65,1.04,0
20160818:2155,0.00,0.00,0.00,0.00,17.29,1.06,0
20160818:2255,0.00,0.00,0.00,0.00,17.09,0.99,0
20160818:2355,0.00,0.00,0.00,0.00,16.88,0.91,0
20160819:0055,0.00,0.00,0.00,0.00,16.67,0.84,0
20160819:0155,0.00,0.00,0.00,0.00,16.17,1.00,0
20160819:0255,0.00,0.00,0.00,0.00,15.67,1.15,0
20160819:0355,0.00,0.00,0.00,0.00,15.17,1.31,0
20160819:0455,0.00,25.90,0.00,4.55,15.86,1.21,0
20160819:0555,0.00,49.10,0.00,14.60,16.55,1.11,0
20160819:0655,40.05,183.75,0.00,24.75,17.25,1.01,0
20160819:0755,146.21,254.55,0.00,34.60,18.55,0.76,0
20160819:0855,175.17,320.51,0.00,43.59,19.85,0.51,0
20160819:0955,425.70,267.81,0.00,50.83,21.15,0.26,0
20160819:1055,598.67,197.76,0.00,55.02,21.70,0.57,0
20160819:1155,597.52,197.61,0.00,54.96,22.25,0.89,0
20160819:1255,95.96,375.80,0.00,50.66,22.80,1.20,0
20160819:1355,4.45,244.40,0.00,43.36,23.33,1.37,0
20160819:1455,36.95,249.00,0.00,34.33,23.85,1.55,0
20160819:1555,213.61,123.55,0.00,24.47,24.38,1.72,0
20160819:1655,62.30,90.80,0.00,14.31,23.66,1.64,0
20160819:1755,4.95,20.43,0.00,4.27,22.95,1.55,0
20160819:1855,0.00,0.00,0.00,0.00,22.24,1.46,0
20160819:1955,0.00,0.00,0.00,0.00,21.84,1.18,0
20160819:2055,0.00,0.00,0.00,0.00,21.45,0.89,0
20160819:2155,0.00,0.00,0.00,0.00,21.06,0.61,0
20160819:2255,0.00,0.00,0.00,0.00,20.35,0.81,0
20160819:2355,0.00,0.00,0.00,0.00,19.63,1.01,0
20160820:0055,0.00,0.00,0.00,0.00,18.91,1.21,0
20160820:0155,0.00,0.00,0.00,0.00,18.27,1.25,0
20160820:0255,0.00,0.00,0.00,0.00,17.62,1.29,0
20160820:0355,0.00,0.00,0.00,0.00,16.98,1.32,0
20160820:0455,0.00,19.25,0.00,4.35,17.57,1.39,0
20160820:0555,17.55,95.75,0.00,14.41,18.16,1.45,0
20160820:0655,217.61,124.65,0.00,24.56,18.75,1.52,0
20160820:0755,328.38,164.36,0.00,34.40,20.31,1.38,0
20160820:0855,1.20,217.05,0.00,43.36,21.87,1.24,0
20160820:0955,0.00,200.65,0.00,50.56,23.43,1.10,0
20160820:1055,9.90,315.90,0.00,54.71,23.39,0.96,0
20160820:1155,0.00,151.10,0.00,54.63,23.34,0.81,0
20160820:1255,0.00,114.05,0.00,50.34,23.29,0.66,0
20160820:1355,0.35,197.85,0.00,43.06,22.61,0.88,0
20160820:1455,0.55,161.00,0.00,34.05,21.93,1.10,0
20160820:1555,0.05,97.25,0.00,24.19,21.26,1.32,0
20160820:1655,0.00,6.40,0.00,14.03,20.51,1.55,0
20160820:1755,1.25,15.83,0.00,3.99,19.76,1.78,0
20160820:1855,0.00,0.00,0.00,0.00,19.01,2.01,0
20160820:1955,0.00,0.00,0.00,0.00,18.43,2.34,0
20160820:2055,0.00,0.00,0.00,0.00,17.85,2.67,0
20160820:2155,0.00,0.00,0.00,0.00,17.27,2.99,0
20160820:2255,0.00,0.00,0.00,0.00,16.80,2.82,0
20160820:2355,0.00,0.00,0.00,0.00,16.32,2.64,0
20160821:0055,0.00,0.00,0.00,0.00,15.84,2.47,0
20160821:0155,0.00,0.00,0.00,0.00,14.68,1.95,0
20160821:0255,0.00,0.00,0.00,0.00,13.51,1.43,0
20160821:0355,0.00,0.00,0.00,0.00,12.35,0.91,0
20160821:0455,0.00,22.00,0.00,4.15,12.85,0.90,0
20160821:0555,0.00,48.00,0.00,14.21,13.35,0.88,0
20160821:0655,0.00,70.90,0.00,24.36,13.85,0.87,0
20160821:0755,1.05,176.75,0.00,34.18,15.07,1.35,0
20160821:0855,0.00,179.65,0.00,43.12,16.30,1.83,0
20160821:0955,393.60,286.96,0.00,50.28,17.53,2.32,0
20160821:1055,329.14,348.66,0.00,54.39,17.83,2.62,0
20160821:1155,605.07,197.16,0.00,54.29,18.12,2.92,0
20160821:1255,66.51,371.20,0.00,50.02,18.41,3.23,0
20160821:1355,61.31,322.80,0.00,42.75,18.16,3.38,0
20160821:1455,332.93,162.26,0.00,33.76,17.91,3.53,0
20160821:1555,185.11,137.30,0.00,23.91,17.66,3.68,0
20160821:1655,4.10,77.20,0.00,13.75,16.85,3.10,0
20160821:1755,0.00,0.00,0.00,0.00,16.05,2.51,0
20160821:1855,0.00,0.00,0.00,0.00,15.25,1.93,0
20160821:1955,0.00,0.00,0.00,0.00,14.51,2.01,0
20160821:2055,0.00,0.00,0.00,0.00,13.78,2.10,0
20160821:2155,0.00,0.00,0.00,0.00,13.04,2.18,0
20160821:2255,0.00,0.00,0.00,0.00,12.94,1.91,0
20160821:2355,0.00,0.00,0.00,0.00,12.84,1.64,0
20160822:0055,0.00,0.00,0.00,0.00,12.73,1.37,0
20160822:0155,0.00,0.00,0.00,0.00,11.99,1.06,0
20160822:0255,0.00,0.00,0.00,0.00,11.26,0.76,0
20160822:0355,0.00,0.00,0.00,0.00,10.52,0.46,0
20160822:0455,0.00,21.85,0.00,3.95,11.05,0.35,0
20160822:0555,0.00,99.40,0.00,14.01,11.58,0.24,0
20160822:0655,222.86,124.95,0.00,24.16,12.11,0.14,0
20160822:0755,359.78,153.81,0.00,33.97,14.02,0.74,0
20160822:0855,481.75,173.21,0.00,42.88,15.94,1.35,0
20160822:0955,571.57,185.11,0.00,50.00,17.86,1.96,0
20160822:1055,613.48,190.31,0.00,54.07,18.73,2.27,0
20160822:1155,611.73,190.11,0.00,53.95,19.60,2.58,0
20160822:1255,561.92,184.06,0.00,49.69,20.46,2.90,0
20160822:1355,465.10,171.26,0.00,42.44,20.53,2.98,0
20160822:1455,342.88,151.21,0.00,33.46,20.60,3.06,0
20160822:1555,206.71,121.40,0.00,23.62,20.68,3.14,0
20160822:1655,79.45,78.00,0.00,13.47,19.73,2.56,0
20160822:1755,2.95,15.26,0.00,3.42,18.78,1.98,0
20160822:1855,0.00,0.00,0.00,0.00,17.84,1.39,0
20160822:1955,0.00,0.00,0.00,0.00,17.04,1.37,0
20160822:2055,0.00,0.00,0.00,0.00,16.25,1.36,0
20160822:2155,0.00,0.00,0.00,0.00,15.45,1.34,0
20160822:2255,0.00,0.00,0.00,0.00,14.98,1.20,0
20160822:2355,0.00,0.00,0.00,0.00,14.51,1.05,0
20160823:0055,0.00,0.00,0.00,0.00,14.03,0.91,0
20160823:0155,0.00,0.00,0.00,0.00,13.58,0.92,0
20160823:0255,0.00,0.00,0.00,0.00,13.12,0.94,0
20160823:0355,0.00,0.00,0.00,0.00,12.67,0.95,0
20160823:0455,0.00,20.00,0.00,3.74,13.27,1.14,0
20160823:0555,0.00,81.15,0.00,13.82,13.87,1.33,0
20160823:0655,214.06,123.35,0.00,23.96,14.48,1.52,0
20160823:0755,349.73,152.51,0.00,33.76,17.29,1.40,0
20160823:0855,469.95,172.01,0.00,42.64,20.11,1.29,0
20160823:0955,558.52,183.96,0.00,49.72,22.92,1.17,0
20160823:1055,603.38,189.46,0.00,53.75,24.03,1.44,0
20160823:1155,601.43,189.21,0.00,53.61,25.14,1.71,0
20160823:1255,551.77,183.16,0.00,49.35,26.24,1.99,0
20160823:1355,459.55,170.56,0.00,42.12,26.32,2.13,0
20160823:1455,337.58,150.36,0.00,33.16,26.40,2.27,0
20160823:1555,201.96,120.30,0.00,23.33,26.49,2.41,0
20160823:1655,77.00,76.70,0.00,13.18,25.30,2.20,0
20160823:1755,0.00,13.85,0.00,3.12,24.11,1.99,0
20160823:1855,0.00,0.00,0.00,0.00,22.93,1.78,0
20160823:1955,0.00,0.00,0.00,0.00,21.58,1.80,0
20160823:2055,0.00,0.00,0.00,0.00,20.24,1.82,0
20160823:2155,0.00,0.00,0.00,0.00,18.90,1.83,0
20160823:2255,0.00,0.00,0.00,0.00,18.31,1.70,0
20160823:2355,0.00,0.00,0.00,0.00,17.71,1.56,0
20160824:0055,0.00,0.00,0.00,0.00,17.11,1.42,0
20160824:0155,0.00,0.00,0.00,0.00,16.51,1.48,0
20160824:0255,0.00,0.00,0.00,0.00,15.91,1.53,0
20160824:0355,0.00,0.00,0.00,0.00,15.31,1.59,0
20160824:0455,0.00,18.65,0.00,3.54,15.99,1.62,0
20160824:0555,0.00,80.35,0.00,13.62,16.67,1.65,0
20160824:0655,213.06,122.95,0.00,23.76,17.36,1.68,0
20160824:0755,348.38,152.16,0.00,33.54,20.42,1.23,0
20160824:0855,468.80,171.76,0.00,42.39,23.48,0.77,0
20160824:0955,557.47,183.76,0.00,49.43,26.54,0.32,0
20160824:1055,600.23,189.16,0.00,53.42,27.47,0.80,0
20160824:1155,598.03,188.91,0.00,53.26,28.40,1.28,0
20160824:1255,548.17,182.71,0.00,49.01,29.32,1.77,0
20160824:1355,454.15,169.91,0.00,41.80,29.19,1.94,0
20160824:1455,332.38,149.46,0.00,32.86,29.06,2.11,0
20160824:1555,197.26,119.15,0.00,23.04,28.93,2.28,0
20160824:1655,73.95,75.20,0.00,12.89,27.56,2.07,0
20160824:1755,0.00,11.80,0.00,2.83,26.19,1.86,0
20160824:1855,0.00,0.00,0.00,0.00,24.82,1.66,0
20160824:1955,0.00,0.00,0.00,0.00,23.36,1.65,0
20160824:2055,0.00,0.00,0.00,0.00,21.91,1.65,0
20160824:2155,0.00,0.00,0.00,0.00,20.46,1.64,0
20160824:2255,0.00,0.00,0.00,0.00,19.90,1.66,0
20160824:2355,0.00,0.00,0.00,0.00,19.34,1.69,0
20160825:0055,0.00,0.00,0.00,0.00,18.77,1.71,0
20160825:0155,0.00,0.00,0.00,0.00,18.40,1.79,0
20160825:0255,0.00,0.00,0.00,0.00,18.02,1.88,0
20160825:0355,0.00,0.00,0.00,0.00,17.65,1.96,0
20160825:0455,0.00,17.20,0.00,3.33,18.36,2.12,0
20160825:0555,0.00,79.40,0.00,13.42,19.07,2.29,0
20160825:0655,210.76,122.35,0.00,23.55,19.79,2.46,0
20160825:0755,344.43,151.56,0.00,33.32,22.37,2.21,0
20160825:0855,464.45,171.26,0.00,42.14,24.95,1.96,0
20160825:0955,552.77,183.31,0.00,49.14,27.53,1.71,0
20160825:1055,597.78,188.86,0.00,53.09,28.44,1.50,0
20160825:1155,595.38,188.56,0.00,52.92,29.34,1.29,0
20160825:1255,545.22,182.36,0.00,48.67,30.24,1.08,0
