Latitude (decimal degrees):	47.281
Longitude (decimal degrees):	9.671
Elevation (m):	682
Radiation database:	PVGIS-CMSAF


Slope: 0
Azimuth: 0
Date,Bi,Di,Ri,As,Tamb,W10,Int.
20160721:1155,0.05,256.05,0.00,62.62,23.91,1.62,0
20160721:1255,8.30,324.95,0.00,57.81,24.26,1.71,0
20160721:1355,495.84,210.11,0.00,49.86,24.67,1.60,0
20160721:1455,409.02,175.00,0.00,40.40,25.08,1.50,0
20160721:1555,291.00,140.85,0.00,30.34,25.49,1.39,0
20160721:1655,136.44,116.45,0.00,20.20,25.11,1.20,0
20160721:1755,5.25,56.70,0.00,10.33,24.73,1.01,0
20160721:1855,0.00,0.35,0.00,1.08,24.34,0.81,0
20160721:1955,0.00,0.00,0.00,0.00,23.43,0.97,0
20160721:2055,0.00,0.00,0.00,0.00,22.52,1.12,0
20160721:2155,0.00,0.00,0.00,0.00,21.61,1.27,0
20160721:2255,0.00,0.00,0.00,0.00,21.15,1.09,0
20160721:2355,0.00,0.00,0.00,0.00,20.69,0.91,0
20160722:0055,0.00,0.00,0.00,0.00,20.24,0.73,0
20160722:0155,0.00,0.00,0.00,0.00,19.43,0.99,0
20160722:0255,0.00,0.00,0.00,0.00,18.62,1.26,0
20160722:0355,0.00,0.00,0.00,0.00,17.80,1.52,0
20160722:0455,0.00,60.35,0.00,9.60,18.50,1.63,0
20160722:0555,40.50,139.65,0.00,19.44,19.21,1.74,0
20160722:0655,27.20,210.15,0.00,29.58,19.91,1.85,0
20160722:0755,402.87,174.25,0.00,39.65,21.33,1.54,0
20160722:0855,54.70,352.65,0.00,49.16,22.75,1.22,0
20160722:0955,26.00,365.65,0.00,57.22,24.17,0.91,0
20160722:1055,17.30,365.50,0.00,62.26,24.36,0.72,0
20160722:1155,0.00,88.85,0.00,62.43,24.55,0.52,0
20160722:1255,0.00,128.65,0.00,57.64,24.75,0.33,0
20160722:1355,0.00,199.50,0.00,49.72,24.38,0.65,0
20160722:1455,306.77,225.95,0.00,40.27,24.02,0.97,0
20160722:1555,179.40,192.95,0.00,30.21,23.66,1.28,0
20160722:1655,0.00,18.80,0.00,20.07,22.93,1.24,0
20160722:1755,0.00,4.20,0.00,10.20,22.20,1.19,0
20160722:1855,0.00,0.00,0.00,0.00,21.47,1.14,0
20160722:1955,0.00,0.00,0.00,0.00,21.17,1.06,0
20160722:2055,0.00,0.00,0.00,0.00,20.88,0.97,0
20160722:2155,0.00,0.00,0.00,0.00,20.58,0.88,0
20160722:2255,0.00,0.00,0.00,0.00,20.51,0.91,0
20160722:2355,0.00,0.00,0.00,0.00,20.43,0.95,0
20160723:0055,0.00,0.00,0.00,0.00,20.36,0.98,0
20160723:0155,0.00,0.00,0.00,0.00,19.24,0.94,0
20160723:0255,0.00,0.00,0.00,0.00,18.12,0.90,0
20160723:0355,0.00,0.00,0.00,0.00,16.99,0.86,0
20160723:0455,0.00,53.80,0.00,9.45,17.68,0.86,0
20160723:0555,146.34,104.05,0.00,19.29,18.36,0.86,0
20160723:0655,151.70,200.65,0.00,29.43,19.05,0.87,0
20160723:0755,6.70,232.90,0.00,39.50,20.12,1.02,0
20160723:0855,0.00,119.35,0.00,49.00,21.20,1.17,0
20160723:0955,0.00,194.75,0.00,57.04,22.28,1.32,0
20160723:1055,0.00,244.10,0.00,62.06,22.74,1.33,0
20160723:1155,181.07,429.31,0.00,62.23,23.20,1.33,0
20160723:1255,94.51,408.15,0.00,57.47,23.67,1.34,0
20160723:1355,0.75,235.30,0.00,49.57,22.89,1.21,0
20160723:1455,18.35,264.00,0.00,40.13,22.12,1.09,0
20160723:1555,72.45,223.25,0.00,30.08,21.35,0.97,0
20160723:1655,26.45,137.65,0.00,19.94,21.02,0.97,0
20160723:1755,31.59,62.20,0.00,10.06,20.68,0.97,0
20160723:1855,0.00,0.00,0.00,0.00,20.34,0.98,0
20160723:1955,0.00,0.00,0.00,0.00,20.04,0.97,0
20160723:2055,0.00,0.00,0.00,0.00,19.75,0.96,0
20160723:2155,0.00,0.00,0.00,0.00,19.45,0.95,0
20160723:2255,0.00,0.00,0.00,0.00,19.28,0.83,0
20160723:2355,0.00,0.00,0.00,0.00,19.11,0.71,0
20160724:0055,0.00,0.00,0.00,0.00,18.95,0.59,0
20160724:0155,0.00,0.00,0.00,0.00,17.72,0.71,0
20160724:0255,0.00,0.00,0.00,0.00,16.49,0.82,0
20160724:0355,0.00,0.00,0.00,0.00,15.25,0.94,0
20160724:0455,0.00,55.80,0.00,9.29,16.57,0.68,0
20160724:0555,146.49,103.80,0.00,19.14,17.88,0.42,0
20160724:0655,280.45,138.55,0.00,29.29,19.20,0.17,0
20160724:0755,416.87,163.35,0.00,39.35,19.86,0.22,0
20160724:0855,526.04,186.76,0.00,48.84,20.52,0.27,0
20160724:0955,566.50,226.76,0.00,56.86,21.19,0.32,0
20160724:1055,460.29,319.46,0.00,61.86,21.83,0.57,0
20160724:1155,673.16,196.41,0.00,62.03,22.48,0.83,0
20160724:1255,617.75,197.96,0.00,57.29,23.13,1.09,0
20160724:1355,540.89,181.06,0.00,49.41,22.74,1.32,0
20160724:1455,203.06,275.95,0.00,39.99,22.35,1.56,0
20160724:1555,0.00,83.65,0.00,29.95,21.96,1.79,0
20160724:1655,0.00,0.00,0.00,0.00,21.63,1.60,0
20160724:1755,0.00,4.05,0.00,9.91,21.29,1.42,0
20160724:1855,0.00,0.00,0.00,0.00,20.95,1.23,0
20160724:1955,0.00,0.00,0.00,0.00,20.20,1.43,0
20160724:2055,0.00,0.00,0.00,0.00,19.44,1.62,0
20160724:2155,0.00,0.00,0.00,0.00,18.69,1.82,0
20160724:2255,0.00,0.00,0.00,0.00,18.74,1.25,0
20160724:2355,0.00,0.00,0.00,0.00,18.78,0.68,0
20160725:0055,0.00,0.00,0.00,0.00,18.83,0.11,0
20160725:0155,0.00,0.00,0.00,0.00,18.48,0.41,0
20160725:0255,0.00,0.00,0.00,0.00,18.14,0.71,0
20160725:0355,0.00,0.00,0.00,0.00,17.79,1.01,0
20160725:0455,0.00,57.10,0.00,9.13,18.25,0.82,0
20160725:0555,0.95,90.60,0.00,18.99,18.71,0.64,0
20160725:0655,0.10,125.95,0.00,29.14,19.17,0.46,0
20160725:0755,16.75,256.60,0.00,39.20,19.94,0.77,0
20160725:0855,93.81,358.65,0.00,48.67,20.71,1.08,0
20160725:0955,365.88,331.51,0.00,56.67,21.48,1.39,0
20160725:1055,392.49,351.41,0.00,61.65,21.68,1.75,0
20160725:1155,379.78,293.21,0.00,61.82,21.89,2.10,1
20160725:1255,244.32,386.26,0.00,57.11,22.10,2.46,0
20160725:1355,537.69,180.71,0.00,49.25,22.33,2.67,0
20160725:1455,419.77,163.95,0.00,39.84,22.57,2.89,0
20160725:1555,0.00,93.65,0.00,29.80,22.81,3.10,0
20160725:1655,0.00,67.15,0.00,19.65,22.05,2.82,0
20160725:1755,0.00,0.00,0.00,0.00,21.28,2.54,0
20160725:1855,0.00,0.00,0.00,0.00,20.51,2.26,0
20160725:1955,0.00,0.00,0.00,0.00,19.80,1.94,0
20160725:2055,0.00,0.00,0.00,0.00,19.10,1.63,0
20160725:2155,0.00,0.00,0.00,0.00,18.39,1.31,0
20160725:2255,0.00,0.00,0.00,0.00,18.49,1.04,0
20160725:2355,0.00,0.00,0.00,0.00,18.59,0.78,0
20160726:0055,0.00,0.00,0.00,0.00,18.69,0.51,0
20160726:0155,0.00,0.00,0.00,0.00,18.20,0.46,0
20160726:0255,0.00,0.00,0.00,0.00,17.71,0.40,0
20160726:0355,0.00,0.00,0.00,0.00,17.22,0.34,0
20160726:0455,0.00,54.90,0.00,8.97,17.88,0.47,0
20160726:0555,109.59,116.10,0.00,18.84,18.55,0.59,0
20160726:0655,257.00,145.65,0.00,28.98,19.21,0.72,0
20160726:0755,108.31,291.65,0.00,39.04,20.06,0.77,0
20160726:0855,406.53,249.11,0.00,48.50,20.92,0.82,0
20160726:0955,614.45,190.21,0.00,56.48,21.78,0.87,0
20160726:1055,668.96,195.96,0.00,61.44,22.01,1.31,0
20160726:1155,660.06,202.46,0.00,61.61,22.24,1.75,0
20160726:1255,614.45,197.81,0.00,56.92,22.47,2.19,0
20160726:1355,7.10,282.80,0.00,49.08,22.52,2.42,0
20160726:1455,401.47,174.25,0.00,39.69,22.57,2.65,0
20160726:1555,283.40,139.20,0.00,29.65,22.62,2.88,0
20160726:1655,14.00,127.20,0.00,19.50,21.83,2.61,0
20160726:1755,0.05,31.00,0.00,9.61,21.04,2.34,0
20160726:1855,0.00,0.00,0.00,0.00,20.25,2.07,0
20160726:1955,0.00,0.00,0.00,0.00,19.50,1.68,0
20160726:2055,0.00,0.00,0.00,0.00,18.76,1.30,0
20160726:2155,0.00,0.00,0.00,0.00,18.01,0.91,0
20160726:2255,0.00,0.00,0.00,0.00,17.97,0.68,0
20160726:2355,0.00,0.00,0.00,0.00,17.93,0.45,0
20160727:0055,0.00,0.00,0.00,0.00,17.90,0.22,0
20160727:0155,0.00,0.00,0.00,0.00,17.46,0.29,0
20160727:0255,0.00,0.00,0.00,0.00,17.02,0.37,0
20160727:0355,0.00,0.00,0.00,0.00,16.58,0.44,0
20160727:0455,0.00,35.40,0.00,8.81,17.38,0.43,0
20160727:0555,65.05,130.50,0.00,18.68,18.19,0.41,0
20160727:0655,273.20,137.10,0.00,28.83,18.99,0.40,0
20160727:0755,389.97,173.05,0.00,38.88,19.84,0.76,0
20160727:0855,527.79,179.46,0.00,48.33,20.70,1.12,0
20160727:0955,19.90,350.20,0.00,56.28,21.56,1.48,0
20160727:1055,369.93,362.31,0.00,61.22,21.40,1.86,0
20160727:1155,549.55,268.41,0.00,61.39,21.24,2.25,0
20160727:1255,36.65,377.90,0.00,56.72,21.08,2.63,0
20160727:1355,0.00,35.65,0.00,48.91,20.85,2.53,0
20160727:1455,398.42,174.45,0.00,39.53,20.63,2.42,0
20160727:1555,83.75,219.35,0.00,29.50,20.40,2.32,0
20160727:1655,16.45,128.25,0.00,19.35,19.85,2.27,0
20160727:1755,31.04,57.75,0.00,9.45,19.29,2.22,0
20160727:1855,0.00,0.00,0.00,0.00,18.73,2.17,0
20160727:1955,0.00,0.00,0.00,0.00,18.18,1.81,0
20160727:2055,0.00,0.00,0.00,0.00,17.63,1.45,0
20160727:2155,0.00,0.00,0.00,0.00,17.08,1.09,0
20160727:2255,0.00,0.00,0.00,0.00,16.74,1.05,0
20160727:2355,0.00,0.00,0.00,0.00,16.39,1.01,0
20160728:0055,0.00,0.00,0.00,0.00,16.05,0.97,0
20160728:0155,0.00,0.00,0.00,0.00,16.03,0.79,0
20160728:0255,0.00,0.00,0.00,0.00,16.01,0.62,0
20160728:0355,0.00,0.00,0.00,0.00,15.98,0.44,0
20160728:0455,0.00,52.15,0.00,8.64,16.68,0.59,0
20160728:0555,140.44,101.65,0.00,18.52,17.39,0.74,0
20160728:0655,274.70,137.15,0.00,28.67,18.09,0.90,0
20160728:0755,0.05,166.85,0.00,38.72,19.38,0.89,0
20160728:0855,293.02,212.40,0.00,48.15,20.67,0.89,1
20160728:0955,608.20,197.36,0.00,56.09,21.97,0.88,0
20160728:1055,660.86,201.01,0.00,61.00,22.00,1.42,0
20160728:1155,661.76,201.41,0.00,61.17,22.03,1.96,0
20160728:1255,286.88,269.46,0.00,56.52,22.06,2.50,1
20160728:1355,528.09,186.56,0.00,48.73,22.23,2.43,0
20160728:1455,196.71,174.15,0.00,39.36,22.41,2.36,1
20160728:1555,59.55,220.00,0.00,29.34,22.59,2.29,0
20160728:1655,27.10,133.85,0.00,19.19,21.90,1.97,0
20160728:1755,28.99,57.10,0.00,9.28,21.21,1.66,0
20160728:1855,0.00,0.00,0.00,0.00,20.51,1.34,0
20160728:1955,0.00,0.00,0.00,0.00,19.89,1.26,0
20160728:2055,0.00,0.00,0.00,0.00,19.28,1.19,0
20160728:2155,0.00,0.00,0.00,0.00,18.66,1.12,0
20160728:2255,0.00,0.00,0.00,0.00,18.46,1.18,0
20160728:2355,0.00,0.00,0.00,0.00,18.25,1.24,0
20160729:0055,0.00,0.00,0.00,0.00,18.05,1.30,0
20160729:0155,0.00,0.00,0.00,0.00,17.71,1.09,0
20160729:0255,0.00,0.00,0.00,0.00,17.38,0.89,0
20160729:0355,0.00,0.00,0.00,0.00,17.04,0.69,0
20160729:0455,0.00,51.60,0.00,8.48,17.52,0.85,0
20160729:0555,44.45,130.50,0.00,18.36,18.00,1.00,0
20160729:0655,14.10,187.95,0.00,28.51,18.48,1.16,0
20160729:0755,387.72,172.70,0.00,38.56,19.38,1.48,0
20160729:0855,395.73,254.56,0.00,47.97,20.28,1.79,0
20160729:0955,614.95,190.11,0.00,55.88,21.18,2.11,0
20160729:1055,656.51,200.46,0.00,60.77,21.90,2.19,0
20160729:1155,657.41,200.81,0.00,60.94,22.63,2.27,0
20160729:1255,609.25,197.51,0.00,56.31,23.36,2.34,0
20160729:1355,529.59,179.71,0.00,48.55,23.87,2.53,0
20160729:1455,392.97,173.50,0.00,39.19,24.39,2.71,0
20160729:1555,275.81,137.70,0.00,29.17,24.90,2.90,0
20160729:1655,142.09,102.55,0.00,19.02,24.38,2.24,0
20160729:1755,30.24,55.00,0.00,9.10,23.85,1.59,0
20160729:1855,0.00,0.00,0.00,0.00,23.32,0.94,0
20160729:1955,0.00,0.00,0.00,0.00,22.84,0.87,0
20160729:2055,0.00,0.00,0.00,0.00,22.37,0.81,0
20160729:2155,0.00,0.00,0.00,0.00,21.89,0.74,0
20160729:2255,0.00,0.00,0.00,0.00,20.77,0.90,0
20160729:2355,0.00,0.00,0.00,0.00,19.65,1.05,0
20160730:0055,0.00,0.00,0.00,0.00,18.54,1.20,0
20160730:0155,0.00,0.00,0.00,0.00,18.00,1.16,0
20160730:0255,0.00,0.00,0.00,0.00,17.46,1.12,0
20160730:0355,0.00,0.00,0.00,0.00,16.91,1.08,0
20160730:0455,0.00,50.10,0.00,8.31,17.95,1.30,0
20160730:0555,136.24,100.30,0.00,18.20,18.99,1.53,0
20160730:0655,270.05,136.25,0.00,28.35,20.03,1.75,0
20160730:0755,404.72,161.50,0.00,38.39,21.78,1.80,0
20160730:0855,524.74,179.01,0.00,47.79,23.54,1.84,0
20160730:0955,613.71,189.91,0.00,55.68,25.30,1.89,0
20160730:1055,667.51,195.71,0.00,60.54,25.95,2.06,0
20160730:1155,668.76,195.81,0.00,60.70,26.60,2.23,0
20160730:1255,623.11,190.76,0.00,56.10,27.26,2.40,0
20160730:1355,529.74,179.66,0.00,48.35,27.52,2.69,0
20160730:1455,0.00,149.95,0.00,39.02,27.79,2.97,0
20160730:1555,0.00,18.05,0.00,29.00,28.05,3.26,0
20160730:1655,0.00,9.80,0.00,18.85,26.96,2.55,0
20160730:1755,2.60,43.50,0.00,8.93,25.87,1.85,0
20160730:1855,0.00,0.00,0.00,0.00,24.78,1.14,0
20160730:1955,0.00,0.00,0.00,0.00,23.99,1.14,0
20160730:2055,0.00,0.00,0.00,0.00,23.19,1.13,0
20160730:2155,0.00,0.00,0.00,0.00,22.40,1.12,0
20160730:2255,0.00,0.00,0.00,0.00,21.60,1.12,0
20160730:2355,0.00,0.00,0.00,0.00,20.79,1.12,0
20160731:0055,0.00,0.00,0.00,0.00,19.99,1.12,0
20160731:0155,0.00,0.00,0.00,0.00,19.58,1.46,0
20160731:0255,0.00,0.00,0.00,0.00,19.17,1.80,0
20160731:0355,0.00,0.00,0.00,0.00,18.75,2.14,0
20160731:0455,0.00,3.40,0.00,8.13,19.31,2.00,0
20160731:0555,0.15,73.80,0.00,18.04,19.87,1.86,0
20160731:0655,2.60,152.15,0.00,28.19,20.43,1.72,0
20160731:0755,1.85,198.70,0.00,38.22,20.64,1.35,0
20160731:0855,21.30,310.25,0.00,47.61,20.85,0.98,0
20160731:0955,0.00,164.65,0.00,55.47,21.07,0.61,0
20160731:1055,154.76,424.31,0.00,60.30,20.84,1.04,0
20160731:1155,0.00,165.95,0.00,60.46,20.61,1.48,0
20160731:1255,94.71,400.40,0.00,55.88,20.38,1.92,0
20160731:1355,79.46,353.85,0.00,48.16,20.44,1.76,0
20160731:1455,0.00,163.00,0.00,38.83,20.51,1.60,0
20160731:1555,0.00,71.25,0.00,28.83,20.58,1.43,0
20160731:1655,0.00,9.65,0.00,18.67,20.07,1.88,0
20160731:1755,0.00,3.55,0.00,8.74,19.56,2.33,0
20160731:1855,0.00,0.00,0.00,0.00,19.04,2.77,0
20160731:1955,0.00,0.00,0.00,0.00,18.58,2.91,0
20160731:2055,0.00,0.00,0.00,0.00,18.11,3.05,0
20160731:2155,0.00,0.00,0.00,0.00,17.65,3.19,0
20160731:2255,0.00,0.00,0.00,0.00,17.37,2.90,0
20160731:2355,0.00,0.00,0.00,0.00,17.09,2.62,0
20160801:0055,0.00,0.00,0.00,0.00,16.81,2.33,0
20160801:0155,0.00,0.00,0.00,0.00,16.06,2.31,0
20160801:0255,0.00,0.00,0.00,0.00,15.31,2.29,0
20160801:0355,0.00,0.00,0.00,0.00,14.57,2.26,0
20160801:0455,0.00,31.05,0.00,7.96,14.89,2.17,0
20160801:0555,0.00,39.15,0.00,17.87,15.22,2.09,0
20160801:0655,0.00,61.80,0.00,28.02,15.55,2.00,0
20160801:0755,20.15,260.60,0.00,38.05,16.40,1.96,0
20160801:0855,48.75,344.20,0.00,47.42,17.25,1.92,0
20160801:0955,6.55,311.65,0.00,55.25,18.10,1.88,0
20160801:1055,0.65,277.00,0.00,60.06,18.98,2.20,0
20160801:1155,0.00,231.25,0.00,60.21,19.85,2.53,0
20160801:1255,217.37,394.26,0.00,55.65,20.72,2.86,0
20160801:1355,529.89,185.11,0.00,47.95,20.85,2.93,0
20160801:1455,73.95,296.05,0.00,38.64,20.98,3.01,0
20160801:1555,208.90,174.30,0.00,28.64,21.12,3.09,0
20160801:1655,117.79,113.15,0.00,18.49,20.59,2.68,0
20160801:1755,34.54,51.10,0.00,8.55,20.07,2.27,0
20160801:1855,0.00,0.00,0.00,0.00,19.55,1.86,0
20160801:1955,0.00,0.00,0.00,0.00,18.96,1.77,0
20160801:2055,0.00,0.00,0.00,0.00,18.38,1.69,0
20160801:2155,0.00,0.00,0.00,0.00,17.79,1.60,0
20160801:2255,0.00,0.00,0.00,0.00,16.79,1.35,0
20160801:2355,0.00,0.00,0.00,0.00,15.79,1.10,0
20160802:0055,0.00,0.00,0.00,0.00,14.79,0.86,0
20160802:0155,0.00,0.00,0.00,0.00,14.43,0.86,0
20160802:0255,0.00,0.00,0.00,0.00,14.07,0.87,0
20160802:0355,0.00,0.00,0.00,0.00,13.71,0.88,0
20160802:0455,0.00,3.25,0.00,7.78,14.61,1.08,0
20160802:0555,4.05,100.10,0.00,17.70,15.51,1.27,0
20160802:0655,5.90,166.95,0.00,27.86,16.41,1.46,0
20160802:0755,18.15,253.25,0.00,37.87,18.01,1.48,0
20160802:0855,184.57,340.96,0.00,47.23,19.61,1.50,0
20160802:0955,386.19,314.56,0.00,55.04,21.21,1.52,0
20160802:1055,446.09,314.91,0.00,59.81,21.53,1.80,0
20160802:1155,188.87,419.31,0.00,59.96,21.84,2.08,0
20160802:1255,218.82,385.31,0.00,55.42,22.15,2.36,0
20160802:1355,26.20,318.75,0.00,47.74,22.34,2.74,0
20160802:1455,0.20,173.85,0.00,38.45,22.53,3.13,0
20160802:1555,0.00,55.50,0.00,28.46,22.73,3.52,0
20160802:1655,0.00,9.40,0.00,18.30,22.00,2.80,0
20160802:1755,11.90,48.95,0.00,8.36,21.28,2.07,0
20160802:1855,0.00,0.00,0.00,0.00,20.56,1.35,0
20160802:1955,0.00,0.00,0.00,0.00,19.99,1.31,0
20160802:2055,0.00,0.00,0.00,0.00,19.43,1.28,0
20160802:2155,0.00,0.00,0.00,0.00,18.87,1.24,0
20160802:2255,0.00,0.00,0.00,0.00,18.60,1.20,0
20160802:2355,0.00,0.00,0.00,0.00,18.32,1.16,0
20160803:0055,0.00,0.00,0.00,0.00,18.04,1.12,0
20160803:0155,0.00,0.00,0.00,0.00,17.25,1.03,0
20160803:0255,0.00,0.00,0.00,0.00,16.47,0.94,0
20160803:0355,0.00,0.00,0.00,0.00,15.68,0.86,0
20160803:0455,0.00,45.40,0.00,7.61,16.57,1.04,0
20160803:0555,124.99,96.95,0.00,17.53,17.46,1.22,0
20160803:0655,235.86,144.95,0.00,27.69,18.36,1.41,0
20160803:0755,339.27,190.50,0.00,37.70,20.39,1.61,0
20160803:0855,503.39,183.01,0.00,47.04,22.43,1.81,0
20160803:0955,588.36,196.46,0.00,54.81,24.46,2.01,0
20160803:1055,647.91,194.16,0.00,59.56,25.18,2.24,0
20160803:1155,648.96,194.26,0.00,59.71,25.90,2.47,0
20160803:1255,591.06,196.71,0.00,55.18,26.61,2.70,0
20160803:1355,221.12,328.81,0.00,47.53,26.65,2.86,0
20160803:1455,72.05,286.15,0.00,38.25,26.69,3.01,0
20160803:1555,243.06,145.80,0.00,28.26,26.73,3.16,0
20160803:1655,107.19,110.75,0.00,18.10,25.87,2.50,0
20160803:1755,29.14,47.95,0.00,8.16,25.01,1.84,0
20160803:1855,0.00,0.00,0.00,0.00,24.16,1.19,0
20160803:1955,0.00,0.00,0.00,0.00,23.50,1.10,0
20160803:2055,0.00,0.00,0.00,0.00,22.85,1.02,0
20160803:2155,0.00,0.00,0.00,0.00,22.20,0.94,0
20160803:2255,0.00,0.00,0.00,0.00,20.88,1.02,0
20160803:2355,0.00,0.00,0.00,0.00,19.56,1.10,0
20160804:0055,0.00,0.00,0.00,0.00,18.24,1.19,0
20160804:0155,0.00,0.00,0.00,0.00,17.63,1.15,0
20160804:0255,0.00,0.00,0.00,0.00,17.03,1.11,0
20160804:0355,0.00,0.00,0.00,0.00,16.42,1.08,0
20160804:0455,0.00,44.85,0.00,7.43,17.45,1.40,0
20160804:0555,127.19,97.05,0.00,17.36,18.48,1.73,0
20160804:0655,260.66,134.10,0.00,27.52,19.51,2.06,0
20160804:0755,398.83,160.46,0.00,37.52,21.68,1.81,0
20160804:0855,520.09,178.31,0.00,46.84,23.86,1.56,0
20160804:0955,598.56,196.46,0.00,54.59,26.03,1.31,0
20160804:1055,660.42,194.96,0.00,59.31,26.63,1.36,0
20160804:1155,661.37,195.06,0.00,59.44,27.23,1.40,0
20160804:1255,603.96,196.71,0.00,54.94,27.83,1.45,0
20160804:1355,521.99,178.66,0.00,47.31,27.62,1.68,0
20160804:1455,221.76,254.85,0.00,38.04,27.41,1.92,0
20160804:1555,214.81,162.00,0.00,28.06,27.21,2.15,0
20160804:1655,101.94,109.40,0.00,17.90,25.71,1.74,0
20160804:1755,26.49,46.35,0.00,7.95,24.21,1.32,0
20160804:1855,0.00,0.00,0.00,0.00,22.71,0.91,0
20160804:1955,0.00,0.00,0.00,0.00,21.48,0.80,0
20160804:2055,0.00,0.00,0.00,0.00,20.26,0.69,0
20160804:2155,0.00,0.00,0.00,0.00,19.04,0.58,0
20160804:2255,0.00,0.00,0.00,0.00,18.70,1.47,0
20160804:2355,0.00,0.00,0.00,0.00,18.35,2.36,0
20160805:0055,0.00,0.00,0.00,0.00,18.00,3.26,0
20160805:0155,0.00,0.00,0.00,0.00,17.33,3.28,0
20160805:0255,0.00,0.00,0.00,0.00,16.67,3.31,0
20160805:0355,0.00,0.00,0.00,0.00,16.00,3.34,0
20160805:0455,0.00,18.95,0.00,7.25,15.94,3.62,0
20160805:0555,0.00,13.50,0.00,17.19,15.88,3.90,0
20160805:0655,0.00,79.50,0.00,27.34,15.82,4.18,0
20160805:0755,0.00,146.90,0.00,37.34,15.61,4.38,0
20160805:0855,0.00,96.55,0.00,46.64,15.41,4.57,0
20160805:0955,0.00,105.30,0.00,54.36,15.21,4.77,0
20160805:1055,0.00,160.00,0.00,59.05,14.91,4.24,0
20160805:1155,0.00,178.50,0.00,59.18,14.60,3.71,0
20160805:1255,0.00,135.40,0.00,54.69,14.29,3.19,0
20160805:1355,0.00,150.85,0.00,47.08,14.96,3.22,0
20160805:1455,0.55,183.35,0.00,37.83,15.63,3.25,0
20160805:1555,0.00,70.55,0.00,27.86,16.31,3.28,0
20160805:1655,0.00,50.80,0.00,17.70,16.06,3.06,0
20160805:1755,0.00,3.15,0.00,7.74,15.81,2.84,0
20160805:1855,0.00,0.00,0.00,0.00,15.56,2.62,0
20160805:1955,0.00,0.00,0.00,0.00,14.98,2.27,0
20160805:2055,0.00,0.00,0.00,0.00,14.41,1.92,0
20160805:2155,0.00,0.00,0.00,0.00,13.84,1.57,0
20160805:2255,0.00,0.00,0.00,0.00,13.61,1.51,0
20160805:2355,0.00,0.00,0.00,0.00,13.38,1.45,0
20160806:0055,0.00,0.00,0.00,0.00,13.14,1.39,0
20160806:0155,0.00,0.00,0.00,0.00,12.82,1.40,0
20160806:0255,0.00,0.00,0.00,0.00,12.49,1.40,0
20160806:0355,0.00,0.00,0.00,0.00,12.17,1.41,0
20160806:0455,0.00,41.70,0.00,7.06,12.76,1.27,0
20160806:0555,125.14,95.95,0.00,17.01,13.36,1.13,0
20160806:0655,56.65,206.50,0.00,27.17,13.96,0.99,0
20160806:0755,379.53,170.86,0.00,37.16,15.25,1.46,0
20160806:0855,462.99,212.06,0.00,46.44,16.54,1.93,0
20160806:0955,446.39,285.01,0.00,54.13,17.83,2.40,0
20160806:1055,650.37,199.26,0.00,58.79,18.54,2.57,0
20160806:1155,392.64,345.06,0.00,58.91,19.25,2.75,0
20160806:1255,225.62,384.61,0.00,54.43,19.96,2.92,0
20160806:1355,28.85,323.35,0.00,46.85,19.96,2.89,0
20160806:1455,31.80,270.40,0.00,37.62,19.96,2.85,0
20160806:1555,242.66,145.45,0.00,27.65,19.96,2.81,0
20160806:1655,69.30,119.80,0.00,17.49,19.40,2.80,0
20160806:1755,15.69,45.10,0.00,7.52,18.84,2.80,0
20160806:1855,0.00,0.00,0.00,0.00,18.28,2.79,0
20160806:1955,0.00,0.00,0.00,0.00,17.42,2.32,0
20160806:2055,0.00,0.00,0.00,0.00,16.57,1.85,0
20160806:2155,0.00,0.00,0.00,0.00,15.71,1.38,0
20160806:2255,0.00,0.00,0.00,0.00,15.40,1.30,0
20160806:2355,0.00,0.00,0.00,0.00,15.08,1.22,0
20160807:0055,0.00,0.00,0.00,0.00,14.76,1.14,0
20160807:0155,0.00,0.00,0.00,0.00,14.10,1.02,0
20160807:0255,0.00,0.00,0.00,0.00,13.43,0.90,0
20160807:0355,0.00,0.00,0.00,0.00,12.77,0.77,0
20160807:0455,0.00,41.65,0.00,6.88,13.57,0.97,0
20160807:0555,123.39,95.30,0.00,16.83,14.37,1.18,0
20160807:0655,257.61,133.15,0.00,26.99,15.18,1.38,0
20160807:0755,396.93,159.86,0.00,36.97,17.09,1.42,0
20160807:0855,519.30,177.96,0.00,46.24,19.01,1.45,0
20160807:0955,609.86,189.21,0.00,53.90,20.93,1.49,0
20160807:1055,656.47,194.51,0.00,58.52,21.83,1.82,0
20160807:1155,657.17,194.56,0.00,58.63,22.73,2.14,0
20160807:1255,599.26,196.06,0.00,54.17,23.63,2.47,0
20160807:1355,520.95,178.26,0.00,46.61,23.76,2.39,0
20160807:1455,399.43,160.31,0.00,37.40,23.89,2.31,0
20160807:1555,261.01,133.90,0.00,27.43,24.02,2.23,0
20160807:1655,126.64,96.40,0.00,17.27,23.25,1.97,0
20160807:1755,24.54,43.05,0.00,7.30,22.48,1.71,0
20160807:1855,0.00,0.00,0.00,0.00,21.71,1.45,0
20160807:1955,0.00,0.00,0.00,0.00,20.98,1.50,0
20160807:2055,0.00,0.00,0.00,0.00,20.25,1.56,0
20160807:2155,0.00,0.00,0.00,0.00,19.52,1.61,0
20160807:2255,0.00,0.00,0.00,0.00,18.29,1.35,0
20160807:2355,0.00,0.00,0.00,0.00,17.06,1.09,0
